identifier	decision	object_id	object_label	grounding_status	curator	date	notes	review_depth	category	relation
habitatmech:GOLD.c1fcc72703	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c22928551b	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c245efd1e3	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c25f588dad	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	The proposal offered ENVO:01003002 particle via the synonym grain, which is a different sense of the word. No cereal-grain habitat term in the slice. Term request. Path: Engineered > Food production > Grains/Grain products	ITEM		
habitatmech:GOLD.c2a10509ec	GROUND_AS_PARENT	UBERON:0007365	rumen	NARROW	claude-opus-5	2026-08-12	GOLD's 'X: Y' names a part or region of X, so X is a parent rather than the identity. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Rumen: Dorsal sac'.	ITEM		
habitatmech:GOLD.c2a1b0b268	GROUND_AS_PARENT	UBERON:0000160	intestine	NARROW	claude-opus-5	2026-08-12	GOLD's 'X: Y' names a part or region of X, so X is a parent rather than the identity. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Intestine: Anterior'.	ITEM		
habitatmech:GOLD.c39d480448	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c3baf2135f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c3fa7fc4c2	CONFIRM_UNGROUNDED	ENVO:01000951	natural environment		claude-opus-5	2026-08-16	Term-request re-check (#12), after ENVO:01001000 showed these claims were never machine-rechecked: GOLD's top-level Environmental bin, same near-miss as BacDive's and for a sharper reason: GOLD files Terrestrial > Soil > Tree plantation under it, and a plantation is not an environment where 'minimal to no anthropisation has occurred'. Kept as an xref. Still a term request.	ITEM		xref
habitatmech:GOLD.c44e436e0a	GROUND	UBERON:0001994	hyaline cartilage tissue	EXACT	claude-opus-5	2026-08-16	Compound-path screen (#12): every search route reads the GOLD leaf alone, but the leaf is only the last step of the path — 'Hyaline' under 'Cartilage' means 'hyaline cartilage'. Searched on its own it matches nothing (or the wrong sense entirely: 'Hyaline' finds PATO's transparent), which is why the class-level sweep recorded no match. The compound names UBERON:0001994 'hyaline cartilage tissue' exactly. Read against the full path before deciding.	ITEM		
habitatmech:GOLD.c483f43031	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c4f57235c7	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c517e7bd22	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c520027f8e	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c54ba3bbdb	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Melanoma' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM		
habitatmech:GOLD.c5545d6102	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c5640eadf7	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c590c36168	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.c592adb51b	GROUND	ENVO:00002040	wood	EXACT	claude-opus-5	2026-08-12	Slash alternative; secondary xylem is wood. Path: Host-associated > Plants > Phyllosphere > Stem > Wood/Secondary xylem	ITEM		
habitatmech:GOLD.c60355cc36	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c608026f23	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c668d78963	GROUND	UBERON:0001988	feces	BROAD	claude-opus-5	2026-08-12	Guano is bird and bat excrement, a kind of feces, so UBERON:0001988 is broader than the source concept. Merges into the shared feces record alongside the three GOLD fecal paths.	ITEM		
habitatmech:GOLD.c6aaede3c0	GROUND	FOODON:00001256	dairy food product	EXACT	claude-opus-5	2026-08-12	GOLD's Food production > Dairy products maps exactly onto the FOODON dairy food product class.	ITEM		
habitatmech:GOLD.c7050e273b	GROUND	BTO:0001356	tendon	EXACT	claude-opus-5	2026-08-12	2 GOLD paths share this leaf and differ only in host clade. Merged onto BTO:0001356 deliberately: the structure is the same wherever it sits and the host lives in the taxon, as with feces and blood serum. Each path survives in source_attestations.	ITEM		
habitatmech:GOLD.c770d96590	GROUND	ENVO:03600010	membrane bioreactor	EXACT	claude-opus-5	2026-08-12	Parenthetical is the expansion of the acronym. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'MBR (Membrane bioreactor)'.	ITEM		
habitatmech:GOLD.c79068da29	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c7a1674db7	GROUND_AS_PARENT	BTO:0000316	culture medium	NARROW	claude-opus-5	2026-08-13	Contaminated culture medium, not contaminated soil. The earlier decision keyed on the bare leaf 'Contaminated' and applied to every path ending in it, regardless of what the path qualifies. Path: Engineered > Lab culture > Culture media > Bacteria > Contaminated	ITEM		
habitatmech:GOLD.c7c15bc976	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c7e1dbc6bb	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c8481605f8	GROUND_AS_PARENT	ENVO:01000008	microbial mat	NARROW	claude-opus-5	2026-08-12	20 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbial mat rather than microbial mat itself. Grounding them all to ENVO:01000008 would merge distinct environments; ENVO:01000008 is recorded as a parent instead. Path: Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline lake > Mi	ITEM		
habitatmech:GOLD.c87f58ea8a	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Genital ulcer' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM		
habitatmech:GOLD.c88dc894df	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c8a794ce91	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c8f8029712	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c98a35c438	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c9a52231f1	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c9a99e0db8	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c9e3601950	GROUND	ENVO:00000327	speleothem	EXACT	claude-opus-5	2026-08-12	Leaf label equals the ENVO label exactly and no other source concept claims it. Path: Environmental > Terrestrial > Deep subsurface > Cave > Speleothems	ITEM		
habitatmech:GOLD.c9f6be7c10	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.ca1e46c594	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.ca4882ca81	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.cb4b2d7af4	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
